Time,stamp.secs,stamp.nsecs,left,right
1609131329.3085895,1609131329,306838035,-6.0,4.0
1609131329.41113,1609131329,408905029,-7.0,3.0
1609131329.5169926,1609131329,514873027,-7.0,3.0
1609131329.6049783,1609131329,603219032,-7.0,3.0
1609131329.7039738,1609131329,703413009,-7.0,4.0
1609131329.8004165,1609131329,798827886,-7.0,4.0
1609131329.9097881,1609131329,907937049,-7.0,4.0
1609131330.0156126,1609131330,14564037,-7.0,4.0
1609131330.1204312,1609131330,119056940,-7.0,4.0
1609131330.2123337,1609131330,211059093,-7.0,4.0
1609131330.319207,1609131330,317195892,-7.0,4.0
1609131330.4204404,1609131330,417207002,-7.0,4.0
1609131330.5131297,1609131330,511604070,-7.0,4.0
1609131330.6185548,1609131330,617225885,-7.0,4.0
1609131330.727171,1609131330,725857973,-7.0,4.0
1609131330.8273304,1609131330,825544118,-7.0,4.0
1609131330.9190876,1609131330,917795896,-6.0,3.0
1609131331.010848,1609131331,9912967,-6.0,3.0
1609131331.1138542,1609131331,112020969,-6.0,3.0
1609131331.2139919,1609131331,212115049,-7.0,4.0
1609131331.305028,1609131331,304491996,-7.0,4.0
1609131331.4107254,1609131331,409461021,-7.0,4.0
1609131331.5164666,1609131331,513437032,-7.0,4.0
1609131331.6116152,1609131331,610341072,-7.0,4.0
1609131331.7097847,1609131331,708261966,-6.0,3.0
1609131331.807803,1609131331,805763959,-6.0,3.0
1609131331.9130356,1609131331,912534952,-6.0,3.0
1609131332.0124125,1609131332,10535955,-6.0,4.0
1609131332.1088505,1609131332,107760906,-6.0,4.0
1609131332.2137547,1609131332,213268041,-7.0,4.0
1609131332.321011,1609131332,318628072,-7.0,4.0
1609131332.4159584,1609131332,415353059,-7.0,4.0
1609131332.5189161,1609131332,518146038,-7.0,3.0
1609131332.6232944,1609131332,622076988,-7.0,3.0
1609131332.724591,1609131332,721755981,-6.0,3.0
1609131332.8291316,1609131332,826859951,-6.0,3.0
1609131332.9236393,1609131332,921226024,-6.0,3.0
1609131333.022664,1609131333,21296024,-6.0,4.0
1609131333.1136787,1609131333,113135099,-6.0,4.0
1609131333.208852,1609131333,208424091,-6.0,4.0
1609131333.307395,1609131333,306561946,-6.0,3.0
1609131333.4114547,1609131333,409661054,-6.0,3.0
1609131333.4990058,1609131333,498373985,-8.0,4.0
1609131333.607777,1609131333,606349945,-8.0,4.0
1609131333.716731,1609131333,714432954,-8.0,4.0
1609131333.8161862,1609131333,814627885,-7.0,4.0
1609131333.910654,1609131333,909219026,-7.0,4.0
1609131334.0105276,1609131334,9809970,-7.0,4.0
1609131334.1151834,1609131334,112955093,-7.0,3.0
1609131334.2076335,1609131334,207037925,-7.0,3.0
1609131334.3227637,1609131334,321599006,-7.0,4.0
1609131334.413873,1609131334,412452936,-7.0,4.0
1609131334.5198216,1609131334,518106937,-6.0,4.0
1609131334.6163456,1609131334,615299940,-6.0,4.0
1609131334.7090445,1609131334,707343101,-6.0,4.0
1609131334.8089488,1609131334,807590961,-7.0,4.0
1609131334.9124186,1609131334,911007881,-7.0,4.0
1609131335.010284,1609131335,8690118,-7.0,4.0
1609131335.1085176,1609131335,107424020,-7.0,4.0
1609131335.2088037,1609131335,208359956,-7.0,4.0
1609131335.3065722,1609131335,305643081,-6.0,4.0
1609131335.411009,1609131335,408788919,-6.0,4.0
1609131335.5124388,1609131335,510971069,-6.0,4.0
1609131335.6069126,1609131335,605582952,-7.0,4.0
